text,date,user
"Exactly. I’m just wondering how sincere the protection Ecuador’s offering to Julian is, now that we know they’re spying on him. I’ve always thought Ecuador was a solid, secure “ally” for Julian, I wouldn’t want to find out this isn’t true.",2015-08-31 07:07:40,voidiss
What do you mean with “management”?,2015-08-31 07:20:39,voidiss
"Okay, got it. I agree too. Sorry for this mess, I just needed to understand what you meant.",2015-08-31 07:27:19,voidiss
It’s sad that some people use to blame JA for those average Ecuador’s abuses. Really pointless but of course very crafty for who has smearing aims.,2015-08-31 10:59:53,voidiss
I hope they have actually killed it.,2015-08-31 10:59:56,voidiss
"Thanks for all this information. Correa’s a representative of a lefties government, so of course it’s very convenient for many people – especially US puppets – make Ecuador seem as a soft of oppressive regime, even when it is not, as the information you tell are showing. It has, of course, many difects and “average abuses” to fix, but not as bas as some try to say – and especially, not as bad as many other countries that instead are considered “perfect libertarian democracies”, i.e. US. And obviously Assange is not responsible for politicians’ decision when it comes to “average abuses”.",2015-08-31 11:20:56,voidiss
"Oh, well, I’m not referring to informed people! I’m referring also to the image US are trying to show.",2015-08-31 11:23:55,voidiss
"@wikileaks, may I suggest you share publicly this information about Ecuador? This would help, so who say “WL never talks about Ecuador” should have to shut up, and moreover awareness would increase. But it’s just my opinion…",2015-08-31 11:35:45,voidiss
"Anyway, about the US, here in Italy – especially among uninformed and indifferent young people – the feeling of “trust” for US seems still pretty high. I mean, many knows about the black stains of that govt, but despite this they still claim and believe US are a true democracy, one of the best compared to many bad evil ugly African/Asian countries. And it’s shocking how few actually knows the extent of US surveillance despite the Snowden revelations (almost not covered here apart from some journalists).",2015-08-31 11:35:50,voidiss
"And yes, I agree with Emmy, at least Ecuador had courage to stand up and also to improve itself. Instead – despite Troika plans were absurd – also Greece had its faults.",2015-08-31 11:36:59,voidiss
"No, of course not! But I think it would be helpful for WL itself, to stop the old criticism “not talking about Ecuador”… But maybe you’re right, it’s not the case.",2015-08-31 11:38:48,voidiss
What a shitty person.,2015-08-31 13:31:23,voidiss
There’s also this older one: http://20committee.com/2013/07/06/wikileaks-snowden-and-the-belarus-connection/,2015-08-31 14:11:55,voidiss
"Look the “H: WIKILEAKS. SID” one. That’s almost ridiculous. They were trying to push the “docs show US govt is telling the truth” line. That’s beyond despair, they’re pathetic. https://foia.state.gov/Search/Results.aspx?collection=Clinton_Email_august_Release",2015-08-31 21:37:29,voidiss
"LOL, and where does that story of WL “yielding to pressure” come from? It’s funny, since what USG said is “cease publication, return material, destroy already published docs” and WL did the exact opposite. And about that letter, I particularly like the fear-mongering that bring them to cite even… pandemic diseases.",2015-09-01 02:48:30,voidiss
And in Sweden support for NATO membership grows: http://www.thelocal.se/20150901/swedish-party-in-u-turn-on-nato-membership,2015-09-01 02:59:56,voidiss
"Because obviously a quarrel between Assange and a security guard is a very important information, isn’t it? No — unless you want to depict Assange as an “out of control” guy, which perfectly fits Ball’s aim. Crappy. And he even dares to claim he’s not establishment…",2015-09-01 03:18:18,voidiss
And note the use of the word “flight”.,2015-09-01 04:10:29,voidiss
"And I find quite damaging that the strategies to get JA out are being reported (even if they had no continuation), since now the MET can prepare a “defence”.",2015-09-01 04:15:13,voidiss
"By the way, about the opportunities, do you mean using this article to highlight the severity, or using Focus Ecuador’s one?",2015-09-01 04:15:18,voidiss
Wha to do you mean with 6 angles?,2015-09-01 04:23:43,voidiss
"Another pick up, not so good: http://www.telegraph.co.uk/news/uknews/law-and-order/11836843/Julian-Assange-Fancy-dress-plan-to-escape-embassy.html",2015-09-01 06:12:17,voidiss
"Oh, WLF has been suspended. But I don’t know why.",2015-09-01 07:09:53,voidiss
And here is The Independent: http://www.independent.co.uk/news/people/julian-assange-leaked-documents-reveal-ecuadorian-embassys-disguise-escape-plan-10481420.html,2015-09-01 08:05:44,voidiss
"Guardian has arrived, with that same line too: http://www.theguardian.com/media/2015/sep/01/julian-assange-documents-show-fancy-dress-escape-plan?CMP=twt_gu",2015-09-01 08:35:41,voidiss
"Apart from the ‘has escaped extradition order”. Here is Sputnik version, which I still find too focused on the escape plans: http://sputniknews.com/europe/20150901/1026453423/Assange-WikiLeaks-embassy-escape.html#ixzz3kVKXNVLy",2015-09-01 09:51:24,voidiss
Here at the end of the article there’s a reference to that: http://www.theguardian.com/media/2012/aug/16/julian-assange-ecuador-embassy-wikileaks,2015-09-01 11:39:56,voidiss
"Not strictly related to the Embassy surveillance but on the same topic of heat scanners, there also this recent article: http://www.mintpressnews.com/new-police-radars-are-being-used-to-see-inside-homes/205424/",2015-09-01 11:46:24,voidiss
The new WLF account has contacted Mensch. https://twitter.com/EcuadorMr/status/638873183354028032,2015-09-01 22:56:20,voidiss
"Wow, it looks absolutely great! 😀 (Thanks, Bean!)",2015-09-02 05:10:25,voidiss
"Very very interesting article, thank you Hazelpress! Anyway, I completely agree on the “astonishing, terrifying”. It’s alarming that those war game was done on hypothesis for 2015 – hypothesis that actually are happening now. And I find quite scaring (though really telling) that the only way the Five Eyes are finding to deal with climate change is extending the scope of their control over citizens, exercizing more surveillance, both with the May 2013 “emergency authority” and all the different laws to “outlaw/limit protests”. Instead, on the political side, they are doing pretty well, no important political agreement/solutions have been reached (quite the opposite, the latest Artic drilling issue shows). They think the solution to everything is more control — or maybe it’s convenient for them to think so.",2015-09-02 09:43:38,voidiss
"At the CCCamp there was a talk, “Resisting surveillance”; the main subject of the talk is different from climate change, but a clip made by one of the speaker is linked to this: it’s about a police officer, Mark Kennedy, who infiltrated a environmental activists group and led to the arrest of them all before a planned peaceful action against a coal power plant: https://youtu.be/6eOmj-EUXfU?t=305",2015-09-02 09:44:13,voidiss
"Yes, I agree! Not just for the “criminalize enviromental activists” issue, but for the whole subject of physical surveillance in general. It shows the vast scope of non-digital espionage.",2015-09-02 09:51:42,voidiss
"Maybe you can add 10 August 2010, when the US called on allies to open criminal investigations into Assange… But anyway I love it! <3",2015-09-02 11:42:10,voidiss
There’s also the media-coordinated smearing campaign #prataomdet from 2010.,2015-09-02 11:50:57,voidiss
That her audience are “children” makes more problematic that she’s pushing stereotypes.,2015-09-02 13:21:36,voidiss
"Wow! Never heard of ‘Biosphere 2’, it’s an amazing project, really fascinating from a scientific point of view to see how they manage to keep alive six different biomes in a restricted place like that. Science is so interesting.",2015-09-03 00:13:04,voidiss
"And the experiment is quite representative… “sealed into a closed environment”. It’s so sad if compared with the Embassy, that crew was there voluntarily, not detained inside. It’s so bad. I’ll read the book, anyway.",2015-09-03 00:13:17,voidiss
"Regarding the Riddselius answer to FOI… It’s incredible that after all the mess in the media and Ecuador’s statement in response, she’s still talking about ‘granting asylum’ when instead it is simply ‘recognizing asylum’: “MoJ, according to the Constitution, cannot make any promises or enter an Agreement granting any persons asylum status on beforehand”. Willing nonsense.",2015-09-03 07:45:05,voidiss
"Absurdist’s an euphemism! How can she believe to be credible pushing this already-discredited lie? There was an Ecuador statement in response and she admitted she ‘misunderstood EC’s request’! And yet here she is, again with ‘granting asylum’. She takes advantage b/cos it’s just a FOI and so she dares to answer what she wants, even if when she speaks to press she says ‘Sweden agreed to everything Ecuador requested’.",2015-09-03 10:32:59,voidiss
"Wait, which leaked report are you talking about?",2015-09-03 10:33:49,voidiss
"Bean, I think it look really good! I agree with you, better not to fill it too much. Maybe for the Snowden stuff etc there will be another timeline… I think the subtitle it’s a good idea, it could help to get the point immediately.",2015-09-03 10:36:58,voidiss
"Sorry, M, I remembered the quote wrong, the right one is what you cited. I have interpreted that “that’s how we understood it” as an admission of misunderstanding, not as a refusal to say they were wrong. Maybe it’s just too ambiguous.",2015-09-03 11:16:24,voidiss
"Oh, yes, I agree with you. It should be a good way to deal with it, especially with the UN Working Group on Abritrary Detention that is going to give it’s verdict.",2015-09-03 11:16:33,voidiss
*would,2015-09-03 11:16:52,voidiss
But it seems that articles are still concentrating more on the escape plans than on the heaviness of surveillance.,2015-09-03 13:09:23,voidiss
Twitter encrypted DMs! http://motherboard.vice.com/read/how-to-encrypt-your-twitter-dms,2015-09-03 15:32:32,voidiss
@supportJAdotcom seems another new version of the WLF.,2015-09-04 04:36:46,voidiss
Interesting article on the power of information and how common accepted beliefs can be used to manipulate the past https://theconversation.com/the-politics-of-public-memory-from-watergate-to-iraq-46388,2015-09-04 07:04:01,voidiss
Amazing!,2015-09-04 07:17:45,voidiss
Apparently Sweden was involved in aiding the US with “kill decisions” in Afghanistan http://www.nytimes.com/2015/09/05/world/asia/afghanistan-kill-decisions-us-sweden-germany.html?smid=tw-share&_r=0,2015-09-05 05:06:01,voidiss
"With “US 10 August 2010 request”, you mean the one about opening investigation into Assange, don’t you?",2015-09-05 07:23:36,voidiss
"Because yes, I agree. Also because in 2010, MUST stated they needed to “find out if subsequent releases could be detrimental to our troops” https://translate.google.com/translate?sl=sv&tl=en&js=y&prev=_t&hl=en&ie=UTF-8&u=http%3A%2F%2Fwww.svd.se%2Fforsvarsmakten-redo-for-nasta-lacka_5130211&edit-text=https://translate.google.it/translate?sl=sv&tl=en&js=y&prev=_t&hl=it&ie=UTF-8&u=https%3A%2F%2Fwww.advokatsamfundet.se%2FNyhetsarkiv%2F2013%2FFebruari%2FForstarkt-straffrattsligt-skydd-mot-spioneri%2F&edit-text=",2015-09-05 07:23:40,voidiss
"FOIA, maybe?",2015-09-05 09:01:41,voidiss
"Thank you, Emmy, for the info about TPP! I get the impression that WL is rather popular in Greece, first with Varoufakis and the TTIP prize, than with this petition linking to documents. It’s great!",2015-09-06 05:55:15,voidiss
"And regarding the Guardian article… I will never stop being disgusted by all these smearing attemps, even if they’re so expectable now. It’s horrible. Obviously there’s the link to Ball article. And obviously Cohen cites the Buzzfeed documents but he “looks beyond” the difficult situation of Assange as if it’s of no importance.",2015-09-06 05:56:31,voidiss
"Sorry, what is TL?",2015-09-07 07:28:20,voidiss
Thanks!,2015-09-07 07:34:56,voidiss
"Anyway, the anti-JA establishment would exploit the ‘contrast’ to smear him over and over, calling him “ambiguous and hypocrite” and inventing crap on crap.",2015-09-07 07:35:31,voidiss
"Well, MGT has made a career — no more hidden FBI informant, but now public SENAIN whistleblower! Wow.",2015-09-07 07:39:04,voidiss
"LOL, funny article on Luke Harding’s desperate attempts to depict himself as an “enemy of the state”: http://off-guardian.org/2015/09/09/luke-harding-enemy-of-the-state/",2015-09-09 03:46:06,voidiss
And here is the full video of Going Underground interview: http://www.rt.com/shows/going-underground/314808-assange-corbyn-us-wikileaks/,2015-09-09 03:47:22,voidiss
"Hazelpress, your Western parallel should be explained to many journalists covering this issue right now; they would understand how absurd the situation is and why Ecuador govt is not so willing to deal with Fundamedios. I mean, you can’t consider it a unbiased media NGO campaigning for free speech — it is just backing US govt interests. Not that it’s not right highlighting abuses in Ecuador, but Fundamedios isn’t really the organization which should do this.",2015-09-11 03:19:32,voidiss
"[Media-image] https://ton.twitter.com/1.1/ton/data/dm/642281382169956355/642281382199304192/lTeZEsG1.jpg Moreover, Hazelpress, I’ve read only now your articles about psychological mnipulation and it’s tremendously scaring. Those tactics partially reminds me of GCHQ psychological operations: https://theintercept.com/2014/02/24/jtrig-manipulation/",2015-09-11 03:19:49,voidiss
"Oh, the Tory plan to scrap the Human Rights Act will be presented soon: http://www.independent.co.uk/news/uk/politics/the-tory-plan-to-scrap-the-human-rights-act-just-moved-one-step-closer-10491173.html",2015-09-11 03:20:38,voidiss
Very interesting related to the Fundamedios issue: http://www.telesurtv.net/english/analysis/How-the-US-Funds-Dissent-against-Latin-American-Governments-20150312-0006.html,2015-09-11 12:55:13,voidiss
"Oh. My. God. We’re really reaching absurd levels. As the article says, there’s a mad urge to find ‘offences’ everywhere.",2015-09-11 14:47:46,voidiss
"Yes, sexism is widespread, in some environments more that others, but this is absolutely not the case, and especially, didn’t justified the public smear.",2015-09-11 14:47:56,voidiss
Another article related to USAID-paid NGOs in Latin America: https://pando.com/2014/04/08/the-murderous-history-of-usaid-the-us-government-agency-behind-cubas-fake-twitter-clone/,2015-09-11 15:12:25,voidiss
"A consequence of social conventions for which flirtation shouldn’t occur if there’s a significant age difference. Wrong, in my opinion.",2015-09-11 15:33:21,voidiss
About Special Ops JCETs abroad and how they collide with human rights: https://theintercept.com/2015/09/09/u-s-special-forces-expand-training-allies-histories-abuse/,2015-09-12 02:47:23,voidiss
"Oh, here is Nick Cohen a few days ago, engaged as usual in a smearing article against Corbyn. Hardly surprising. http://standpointmag.co.uk/node/6196/full",2015-09-12 06:08:16,voidiss
"Just the start of the article is discourages the read. “Corbyn does not believe in the human rights of “us all”. He is concerned only with the rights of those whose oppression is politically useful. If the oppressed’s suffering can be blamed on the West, he will defend them. If not, he is on their enemies’ side.”",2015-09-12 06:08:26,voidiss
*without is,2015-09-12 06:08:43,voidiss
Curious how he uses a similar tactic as with JA smearing: claiming Corbyn is anti-West and willing to aid oppression if it comes from non-Westerners.,2015-09-12 06:09:03,voidiss
"(Sad to hear about Mem. I hope he will be okay, anyway!)",2015-09-12 06:10:04,voidiss
They’re freaking out.,2015-09-12 06:25:11,voidiss
I think the term “Corbynmania” can be seen as a preparation for the “political contagion” label. Worth noting Hague using it a few weeks ago: http://www.telegraph.co.uk/news/politics/Jeremy_Corbyn/11837521/Tony-Blair-was-a-Tory-leaders-worst-nightmare.-I-wish-Id-had-Jeremy-Corbyn-instead.html,2015-09-12 06:51:16,voidiss
What do you mean with “diminishing returns”?,2015-09-12 06:51:34,voidiss
"Yes, completely absent, and this article – even if different on subject and presenting an already-well-known attitudes of politicians – shows it perfectly: https://theintercept.com/2015/09/11/today-14th-anniversary-enormous-opportunity/",2015-09-12 09:31:19,voidiss
Corbyn’s victory is a hope and I really wish he will keep the line he has shown by now. It could change many things. And seeing him at the demonstration right after the victory is telling.,2015-09-12 09:31:22,voidiss
[Tweet] https://twitter.com/medialens/status/642723270362591236 Obviously the presentation Guardian offers isn’t really the best ‘good luck’ wishes they could give.,2015-09-12 09:32:06,voidiss
[Tweet] https://twitter.com/jeremycorbyn/status/365947966260912128,2015-09-12 10:27:49,voidiss
About the recent drone strikes in Syria: https://www.craigmurray.org.uk/archives/2015/09/exclusive-i-can-reveal-the-legal-advice-on-drone-strikes-and-how-the-establishment-works/,2015-09-13 04:29:41,voidiss
"Oh, fuck. It’s damn frightening, this is precisely what you were talking about. The incident described in the second link could have been caused by Turkey, which then rescued the refugees to make it seem that it was Greece’s fault.",2015-09-13 09:14:55,voidiss
"And about the drone strikes… the difference between the version given by Cameron and by the letter to UN is telling and should make people wonder. It’s like they don’t know which excuse to invent and they refine it day after day, just to fool everyone better.",2015-09-13 09:15:00,voidiss
[Tweet] https://twitter.com/WISEUpAction/status/642916206098411520 This article about refugees is great.,2015-09-13 09:29:20,voidiss
"Thank you so much for all these interesting information and thoughts about Syria! Emmy, also very interesting your parallel with Greece at the time of WWII — Vico would say “occurrences and recurrences of history”.",2015-09-13 15:45:24,voidiss
"Flashback writes down some thoughts and points regarding the Assange case, precisely about Ny’s “laziness”: http://assangeinsweden.com/2015/09/14/promptly/",2015-09-14 01:25:31,voidiss
Two journalists guildes denounces Fundamedios’ bias and back govt decision to close it: http://www.telesurtv.net/english/news/Journalists-in-Ecuador-Back-Decision-Against-US-Funded-NGO-20150913-0027.html,2015-09-14 02:22:44,voidiss
"Yes, it’s wrong that in Ecuador there’s a law which prevents journalists from intervening in political matters.",2015-09-14 02:25:22,voidiss
"But in this case we’re not talking about genuine information about government opposition, but about intentional destabilization.",2015-09-14 02:25:38,voidiss
"“Fundamedios only promoted the freedom of expression for certain institutions”, as the two guildes say.",2015-09-14 02:25:45,voidiss
"[Tweet] https://twitter.com/jaraparilla/status/643360024597651456 MT’s statement is surely rather positive; even if he didn’t approve WL’s action completely, he seemed to care about protection for JA about assassinations. But… this is what @garymlord thinks about those MT’s words:",2015-09-14 06:30:37,voidiss
"Also, given what Bean has just said and comparing it with how Australiam MSM are depicting him, there’s a discordance: http://www.smh.com.au/federal-politics/political-opinion/liberal-leadership-the-malcolm-turnbull-doctrine-telling-the-truth-about-economy-20150914-gjmfyc.html?utm_source=twitter&utm_medium=social&utm_campaign=nc&eid=socialn%3Atwi-13omn1677-edtrl-other%3Annn-17%2F02%2F2014-edtrs_socialshare-all-nnn-nnn-vars-o%26sa%3DD%26usg%3DALhdy28zsr6qiq",2015-09-14 06:31:32,voidiss
"I’ve found another earlier piece in which we talks about WikiLeaks disclosure, immediately after the release of the Cablegate: https://web.archive.org/web/20101210041630/http://www.malcolmturnbull.com.au/blogs/julian-assange-and-wikileaks/",2015-09-14 06:47:34,voidiss
"For now Turnbull has said “no changes” on the current climate change policy, and even said that Abbott government’s “climate policy is one that has been very well designed, a very, very good piece of work”. But this article (and the cable you cited, Haz) offer an optimistic view: http://reneweconomy.com.au/2015/turnbull-punts-abbott-but-dont-expect-any-instant-miracles-28768",2015-09-14 08:58:24,voidiss
Oh. There.,2015-09-14 08:59:15,voidiss
"Oh, god. No decency at all.",2015-09-14 09:41:16,voidiss
Another lapdog country dealing with the extradition to US of another internet fighter: http://motherboard.vice.com/read/kim-dotcom-is-a-step-closer-to-being-extradited-to-the-us?utm_source=mbtwitter,2015-09-14 09:59:32,voidiss
"Ah, Hazelpress, regarding when you said that would be useful to know when the idea of reviewing Chapter 19 in the Swedish Penal Code was first brought up in Swedish govt, in case the date is near to August 10… This is the PDF of the proposal: http://www.regeringen.se/contentassets/b8531ba41ef247868dfd4b7e8bf5d849/spioneri-och-annan-olovlig-underrattelseverksamhet-hela-dokumentet-sou-201295",2015-09-14 10:30:44,voidiss
Agree. And all the recent statements by Swedish govt in this period about strenghten coop w/ NATO are a further confirmation.,2015-09-14 23:13:24,voidiss
"And, as the good “merchant banker” he is… http://www.newstalkzb.co.nz/news/business/turnbull-could-speed-tpp-passage/",2015-09-15 03:23:12,voidiss
"Oh, you’re right. “Hey, look! The man you’re illegally detaining is being honored outside the UN!” This evening I can tweet the link to some Swedish diplomats.",2015-09-15 09:02:40,voidiss
"Meanwhile, I want to share with you all this article, which I find interesting: http://www.truth-out.org/news/item/32618-the-criminalization-of-the-hunger-strike",2015-09-15 09:12:52,voidiss
"@fabiochiusi, an Italian journalist, has written two short comments on the issue of Aylan’s photo’s circulation in the social media. Doind so he raises some other very important and interesting points, in my opinion: https://www.facebook.com/fabio.chiusi.9/posts/10153034050986674https://www.facebook.com/fabio.chiusi.9/posts/10153036438106674",2015-09-15 12:55:17,voidiss
"Also, I’ve listened to this Zuckerberg’s video: https://www.facebook.com/zuck/videos/10102367711349271/",2015-09-15 12:58:13,voidiss
"Article about TPP news, secret meetings to finalize it as soon as possible and the common desire between negotiating parties to conclude it in late September: http://www.truth-out.org/news/item/32797-what-s-going-on-with-the-tpp",2015-09-15 14:42:27,voidiss
NeoPresse’s article on an interview with JA: https://translate.google.it/translate?sl=de&tl=en&js=y&prev=_t&hl=it&ie=UTF-8&u=http%3A%2F%2Fwww.neopresse.com%2Fpolitik%2Fusa%2Fassange-usa-hat-jetzt-mehr-als-1400-militaerbasen-zerstreut-ueber-120-laender%2F&edit-text=,2015-09-16 07:48:52,voidiss
"Ups, I didn’t realize.",2015-09-16 08:14:01,voidiss
"Yay, super great! 😀 So nice when someone visits the Embassy, it gives the constant proof that Julian isn’t alone!",2015-09-16 11:04:21,voidiss
Swedish press is so unpredictable…,2015-09-17 08:04:28,voidiss
"Anyway, article on how Swedish justice system handles rape cases when the defendant isn’t called Julian Assange: https://translate.google.it/translate?sl=sv&tl=en&js=y&prev=_t&hl=it&ie=UTF-8&u=http%3A%2F%2Fwww.dn.se%2Fnyheter%2Fsverige%2Fman-frias-fran-valdtakt-i-somnen%2F&edit-text=",2015-09-17 08:04:35,voidiss
Further criticism against Fundamedios by media experts: http://www.telesurtv.net/english/news/Media-Experts-Criticize-Ecuadorean-NGO-for-Political-Posturing-20150916-0028.html,2015-09-17 13:20:47,voidiss
"WL is a close dictatorial cult which refuses to accept criticism and Julian wants to set an image for himself and control it. Wow, nice.",2015-09-18 01:25:21,voidiss
"Oh LOL, WL! Good morning to you too, ahah!",2015-09-18 05:19:40,voidiss
"That abusive petition is disgusting, Emmy, my god.",2015-09-18 05:19:50,voidiss
