text,date,user
"Good question, Emmy. I think he may make China and the Islamics (whatever they’re called lately) into the bad guys. I’m delighted to see Clinton’s anti-Russia agitating didn’t get further, but I’m worried a bit re China. Trump will have to be careful there. But I can see Trump and Putin siding together more in regards to the Middle East. Not sure if that will be a disaster or a success, probably a mix, but I’m sick of this resurgent McCarthyism recently. Bad, bad, bad idea. Trump’s a wild card. I think that’s why I wasn’t surprised he won and not upset either. He’s a sexist narcissist but that’s not new in political leaders.",2017-01-04 14:32:20,LibertarianLibrarian
[Card-summary_large_image] https://www.buzzfeed.com/alimwatkins/the-fbi-never-asked-for-access-to-hacked-computer-servers?utm_term=.cy00Pq2x4#.xhrjGmL0b Oh dear not another ME in Far East! Let’s see what we will see. In the meanwhile buzzfeed bizarre: FBI has not askedd to see DNC servers,2017-01-04 15:46:52,Emmy B
Yeah. Trump’s unpredictable so… Not surprised re FBI. Dropping the ball yet again.,2017-01-04 16:41:55,LibertarianLibrarian
WikiLeaks Art Force has lift off…,2017-01-06 11:15:22,Bean
[Tweet] https://twitter.com/WLArtForce/status/817444072277282816,2017-01-06 11:15:24,Bean
Wonderful! xxx,2017-01-06 12:44:37,Emmy B
I love this Art force! I’m jumping on board for sure,2017-01-06 14:49:34,SAWC Sydney
Like it. Up the WAF!,2017-01-06 14:54:10,WISE Up Action
There is a lot of art in the (now inactive) blog: http://web.archive.org/web/20160303183012/http://julianartssange.tumblr.com/,2017-01-06 14:58:06,Emmy B
Up the WAF indeed (sounds wrong)… thx for that link Em,2017-01-06 18:08:48,Bean
Steinitz http://archive.is/zC4WOhttp://mobil.stern.de/politik/ausland/julian-assange-und-wikileaks-treiben-hetze-gegen-ex-aktivisten-voran-6211146.html,2017-01-07 11:53:44,Emmy B
"It’s really bizarre how Americans have been led to believe simultaneously that Julian is under Putin’s thumb and that he’s gone ‘right wing’, both of which are clearly absurd and contradictory with each other (as most Americans still associate Russia with communism to some degree). Sarah Palin (this no endorsement of her) was ridiculed for saying the Russians are coming… Yet now it’s Clinton saying the same thing and suddenly it’s not ridiculous? I don’t get people sometimes. Believe it or not, there actually is something between your ears. Try using for it a change. Argh! Then again, Senator Schumer may actually NOT have any thing between his ears.",2017-01-07 16:06:01,LibertarianLibrarian
hahaha,2017-01-07 16:12:39,Emmy B
<3,2017-01-07 16:12:44,Emmy B
very good points there Jenny!,2017-01-07 16:13:24,Emmy B
"Thanks. Just letting off steam. The whole Putin is the bad guy thing is absurd and out of hand. And why can’t people get the simple concept that WL can only release what it’s been given, can’t magically make up stuff on Trump. And source is irrelevant, all the stuff on Clinton and DNC is TRUE however bad Trump may or may not be. Like Duh!!! When otherwise intelligent people repeat this stuff… *steam comes out of my ears*",2017-01-07 16:18:59,LibertarianLibrarian
"The thing is why didn’t the pro-Clinton media found good stuff for Clinton in the Podesta e-mails? it was her campaign manager after all, if they found nothing good about her in there well he was at least a lousy campaign manager, I have not heard one bad word written about him, complete denial of any responsibility. Yet they let their country go through this turmoil of ‘Russia phobia’ as if they are some kind of banana republic. How will the rest of the world see the US intelligence services playing the role that they do and Obama encouraging the ‘I am shaking in my boots because of little Russia’ the elephant scared of the mouse kind of thing, US has 900 military bases around the world is this the way to behave for internal consumption and to protect the gravy train deals with Saudi and the rest of ME tyrants? Is it worth it? I mean , is this the American Dream? The CIA, Clinton and friends are damaging the Brand US but perhaps it is not a bad thing…who knows, so much dust we just have to wait till it settles.",2017-01-07 16:35:04,Emmy B
"Yes, good point re Podesta. I have no clue what will happen Trump is a wild card which may actually be a good thing, at the least we can watch the Washington power brokers running around after him which will be highly amusing (if they don-t gag him or worse first).",2017-01-07 16:39:38,LibertarianLibrarian
"He has not held a single political office, what allies may he have in Washington, I don’t know, the Republicans may be in the end the ones to control him, having Congress and Senate and President a lot can be done, but with such ‘secure’ environment for passing law, a weak opposition, perhaps we will see fractions within the Republicans playing both government and opposition. When was the last time that all three Con/Sen/Pre belong to the same party, and when are there elections for Congress again?",2017-01-07 16:46:12,Emmy B
"Hmm, not sure last time all 3 in same party, though a lot of Republicans are anti-Trump. So who knows? Congressional terms are 2 years. I think they are staggered so some up every year. Senators are 4 years, and I think staggered as well. Some should be up in 2017, and definitely in 2018, etc. I’m pretty sure.",2017-01-07 16:55:45,LibertarianLibrarian
"Well if the Democrats get their act together they might stand a chance, but some fresh air will be badly needed they missed their chance with Sanders to bring in some new ideas and re-allignment with what the times require to mobile voters, how long will they be involved in this self-defeating policy of the ‘burnt land’ since they lost. Alternatively, it might give an opportunity to other parties to move in fill the vacuum.",2017-01-07 17:00:58,Emmy B
goodnight from me! 🙂,2017-01-07 17:06:49,Emmy B
"My party is in its best position in a long time, people want alternatives. So will be interesting. Good night!",2017-01-07 17:13:46,LibertarianLibrarian
[Media-image] https://ton.twitter.com/1.1/ton/data/dm/818152590810685444/818152574385848326/a2kV2pSM.jpg in case one wonders who MGT communicates in twitter:,2017-01-08 09:49:12,Emmy B
[Tweet] https://twitter.com/SomersetBean/status/818512769892974594,2017-01-09 09:42:16,Bean
Russian consul in Athens found dead.,2017-01-09 11:10:57,Emmy B
it keeps happening lately 🙁,2017-01-09 11:11:22,Emmy B
[Tweet] https://twitter.com/JohnJHarwood/status/817180166942298113 https://twitter.com/johnjharwood/status/817180166942298113,2017-01-09 12:00:04,WISE Up Action
Indeed!,2017-01-09 12:43:57,Emmy B
Some of the response tweets are good as well. LOL,2017-01-10 18:03:12,LibertarianLibrarian
[Card-summary] https://www.cnet.com/au/news/army-leaker-chelsea-manning-reportedly-on-obamas-commutation-short-list/ Does this mean Chelsea will be free? by being on the list does it mean her sentences will be commutated? Is it a done deal? or is it simply for consideration?,2017-01-11 13:18:41,Emmy B
Means Manning is on a list of names put together by his commutation committee for him to ignore.,2017-01-11 16:48:13,WikiLeaks
"I see, thank you. it will be another blow then.",2017-01-11 22:28:29,Emmy B
"Perhaps Trump will do it then, a political score releasing a hero the Dems imprisoned/tortured, that would gain him a page in history, that future Americans will salute, can he see this?",2017-01-11 23:00:59,Emmy B
[Card-summary_large_image] http://www.wsj.com/articles/christopher-steele-ex-british-intelligence-officer-said-to-have-prepared-dossier-on-trump-1484162553 I don’t have subscription to the WSJ Christopher Steele names as the ex-MI6 agent who cooked up the Trump dossier,2017-01-11 23:41:46,Emmy B
"No, JA must not go to US please !!!",2017-01-12 13:00:05,Emmy B
Chelsea has not stood firm for yrs to see him hang now!!! No,2017-01-12 13:01:16,Emmy B
where is that JA’s quote about the 5 eyes intelligence services being closer and more loyal to eachother than to their governments? would fit current events like a glove.,2017-01-13 01:14:16,Emmy B
[Tweet] https://twitter.com/CNBCnow/status/821469220634501121,2017-01-17 13:42:41,WISE Up Action
Thank you!!!!!!!!!!!!!! So he didn’t leave the glory to Trump!,2017-01-17 13:50:01,Emmy B
<3,2017-01-17 13:50:15,Emmy B
JA next! down with the Grand Jury!,2017-01-17 13:50:45,Emmy B
I hope JA is not getting any ideas about going to US!!! over my dead body!!!,2017-01-17 15:03:11,Emmy B
Hope this gives Julian heart. Let’s all think this through and get him out.,2017-01-17 15:14:07,WISE Up Action
"Great news. And yes, let us all hope this gives Julian strength.",2017-01-17 15:27:11,LibertarianLibrarian
[Tweet] https://twitter.com/PearsonElaine/status/821593446024708101,2017-01-18 00:05:08,Emmy B
"the tweet linked by WL does not exist for some reason, but Pearson did a different tweet repeating her POV",2017-01-18 00:06:53,Emmy B
[Tweet] https://twitter.com/SomersetBean/status/822200671629930499,2017-01-19 13:57:29,Bean
lovely! xx,2017-01-19 13:58:50,Emmy B
Any update on situation with police build-up around the embassy since the WL tweet?,2017-01-20 12:37:00,WISE Up Wales
WLs?,2017-01-20 12:51:08,WISE Up Action
Talk to us.,2017-01-20 12:51:41,WISE Up Action
[Tweet] https://twitter.com/greekemmy/status/822551158170550272,2017-01-20 13:10:37,Emmy B
Please spread far and wide,2017-01-20 13:10:48,Emmy B
"All, just to advise to be wary of the PardonManning account. Seems to have changed hands recently and started anti-WL messaging. Already clashing with Emmy and other good people. May be worth watching.",2017-01-22 15:14:11,WISE Up Action
"Thanks Wise up, yes, please be careful re-tweeting them, (I know they have lovey graphics) very curious behaviour, we are investigating what is going on.",2017-01-22 15:19:21,Emmy B
[Card-summary] http://archive.is/4V0qI Here they sound just like MGT’s early rhetoric,2017-01-22 15:38:58,Emmy B
[Card-summary_large_image] http://www.financialexpress.com/india-news/governments-snooping-on-you-on-internet-phones-warns-wikileaks-snowden-journalist/520056/ Luke harding at it again:,2017-01-23 23:35:08,Emmy B
[Card-player] https://youtu.be/FkaGcIVWiQ4 https://youtu.be/FkaGcIVWiQ4,2017-01-23 23:57:45,WISE Up Action
[Card-summary_large_image] https://www.theguardian.com/media/2017/jan/24/julian-assange-wikileaks-chelsea-manning-pardon-make-life-hard-the-project https://www.theguardian.com/media/2017/jan/24/julian-assange-wikileaks-chelsea-manning-pardon-make-life-hard-the-project,2017-01-24 01:08:44,WISE Up Action
"The writer omits entirely JA has been questioned by Swedish prosecutors in the embassy, lying by omission galore, manufacturing bias",2017-01-24 02:05:39,Emmy B
No surprise re Harding or the Guardian. Professional jealousy and hidden embarrassment over their previous behavior.,2017-01-25 06:11:05,LibertarianLibrarian
[Card-player] https://www.youtube.com/watch?v=wPi6l1JE7tc true! here Fox travels to Sweden: “Assange dodging rape charges” introduction,2017-01-25 06:15:23,Emmy B
"Amazing how people find it so easy to follow smear campaigns that anyone with the Internet could check for veracity (or in this case, fabrications).",2017-01-25 06:22:27,LibertarianLibrarian
What is happening in the US post Trump Jenny?,2017-01-25 13:51:57,Emmy B
"A lot of whining, mostly. There were some women’s marches and protests. In the hospital where I work, everyone is waiting to see what happens with Obamacare and no one knows yet. A lot of ‘he’s crazy, who did this, what’s going to happen’-type stuff. I’m in the let’s just relax, wait and see contingent. Glad he did dump the TTP, not so happy if he does anti-Muslim stuff. But basically, most Presidents end up tied by Washington bureaucracy, same old stuff.",2017-01-25 14:15:13,LibertarianLibrarian
[Tweet] https://twitter.com/realDonaldTrump/status/824573698774601729 oh dear and so we know,2017-01-26 08:13:17,Emmy B
Not surprising. Trump’s a reality TV person and they always try to be as outrageous as possible. Be more surprised if he settled down his verbiage any time soon.,2017-01-26 08:19:15,LibertarianLibrarian
[Media-image] https://ton.twitter.com/1.1/ton/data/dm/825341302099365891/825341283958931457/doYui0C4.jpg http://wikileaks.org,2017-01-28 05:54:35,Emmy B
A PlusD cable comes up with a GiFiles logo next to it. https://wikileaks.org/plusd/cables/1979NICOSI03588_e.html,2017-01-28 05:55:26,Emmy B
[Tweet] https://twitter.com/pestononsunday/status/825339107689766912,2017-01-28 07:49:51,Emmy B
[Tweet] https://twitter.com/pestononsunday/status/824962540375519235,2017-01-28 07:50:49,Emmy B
"[Media-image] https://ton.twitter.com/1.1/ton/data/dm/825688358194122755/825688093525176320/5PwcZUen.jpg Had to make the video private due to copy right notice, sorry, Watch out for the Guardian misreporting it and twisting it.",2017-01-29 04:53:39,Emmy B
[Tweet] https://twitter.com/resisterhood/status/825435325535252480 https://twitter.com/resisterhood/status/825435325535252480,2017-01-29 06:59:23,WISE Up Action
This is Trump filing registration with electoral commission (to stand in 2020) just 5 hours after inauguration. Doing so appears to give him more powers…,2017-01-29 07:13:08,WISE Up Action
"It is very interesting Thank you, I am learning more than I ever imagined about the US system.",2017-01-29 08:30:40,Emmy B
[Card-summary_large_image] http://www.independent.co.uk/news/uk/home-news/julian-assange-breaks-pledge-leave-ecuadorian-embassy-for-us-if-chelsea-manning-pardon-a7551821.html Independent first cab off the rank,2017-01-29 09:08:49,WISE Up Action
[Card-summary_large_image] http://www.independent.co.uk/news/world/americas/donald-trump-muslim-travel-ban-illegal-un-rights-chief-a7552991.html UN intervene re Trump travel ban,2017-01-30 06:00:52,WISE Up Action
Wow!,2017-01-30 06:08:25,Emmy B
[Card-summary_large_image] http://www.dailymail.co.uk/news/article-4185104/Fake-news-did-NOT-sway-election-study-shows.html I don’t know what the Daily Mail is about here about fake stories and wikileaks :,2017-02-02 10:27:15,Emmy B
[Card-player] https://www.youtube.com/watch?v=Op6Qr7uuMy8 Extremely interesting interview regarding US intelligence agencies https://www.youtube.com/watch?v=Op6Qr7uuMy8,2017-02-02 12:44:51,Emmy B
I got a reply regarding some costs occurred by CPS on JA’s case https://www.whatdotheyknow.com/request/383441/response/939835/attach/3/Butlin%206664.doc,2017-02-17 15:20:38,Emmy B
Searching “ROGTV” is this right? https://twitter.com/SAWCSydney/status/832883473182396416,2017-02-18 01:37:27,SAWC Sydney
I’m afraid I’ve misquoted. Can someone please search this up?,2017-02-18 01:37:57,SAWC Sydney
[Card-summary_large_image] http://www.telesurtv.net/english/news/Does-NATOs-Outgoing-Head-Have-Kurdish-Skeletons-in-His-Closet-20140929-0053.html It is ROJ TV see relating Article by Chris Spannos of Telesur,2017-02-18 01:39:23,Emmy B
[Card-player] https://www.youtube.com/watch?v=-TPv-cxrrLM And here is Julian’s whole interview with Chris on the very cable:,2017-02-18 01:40:34,Emmy B
Thanks!,2017-02-18 01:42:24,SAWC Sydney
Lauri Love’s attorney Tor Ekeland @TorEkelandPC is so anti-Trump he keeps re-tweeting John Schindler @20committee !!! what is happening in America?,2017-02-18 14:11:08,Emmy B
Stupid groupism.,2017-02-19 04:19:28,WikiLeaks
Lauri will have to deal with Trump’s DoJ,2017-02-19 04:19:56,WikiLeaks
So Ekeland is playing to his peers and not to the interests of his clients.,2017-02-19 04:20:24,WikiLeaks
Yes is of concern,2017-02-19 04:42:12,Emmy B
We stayed for 45 min outside the TUC but had to move on as we were causing quite a stir apparently.,2017-02-19 04:43:19,Emmy B
Really good conversation with some ppl but several opposition to correa ppl complained so organisers asked us to move. Originally we had approached organisers and they had agreed we could stay but changed their position under pressure.,2017-02-19 04:45:48,Emmy B
Anyway we did really good work flyering whilst we were there 🙂,2017-02-19 04:46:52,Emmy B
[Tweet] https://twitter.com/tedlieu/status/834065857038872577 Dems like leaks again,2017-02-22 02:41:59,WISE Up Action
Wow ‘you cannot stop wikileaks they already changed the world’,2017-02-22 03:53:03,Emmy B
🙂,2017-02-22 03:53:03,Emmy B
[Card-summary_large_image] http://www.bbc.co.uk/news/world-europe-38560438 Another one. Greece this time.,2017-02-23 14:54:48,WISE Up Action
[Tweet] https://twitter.com/KyleKulinski/status/835591545709539328 Ha,2017-02-25 13:50:01,WISE Up Action
[Card-summary_large_image] http://www.dailymail.co.uk/news/article-4264558/GOP-lobbyist-claims-Russia-murder-Seth-Rich.html Bizarre,2017-02-27 14:46:57,Emmy B
The lobbyist features at DNCLeaks https://search.wikileaks.org/?query=Jack+burkman&exact_phrase=&any_of=&exclude_words=&document_date_start=&document_date_end=&released_date_start=&released_date_end=&publication_type%5B%5D=45&new_search=False&order_by=most_relevant#results,2017-02-27 14:54:06,Emmy B
Hrafnsson in the news http://m.startribune.com/wikileaks-spokesman-quietly-steps-out-of-the-spotlight/415010044/,2017-02-28 13:21:28,Emmy B
By Raphael Satter who is once more ‘on the case’ of WL for Associated Press,2017-02-28 13:22:21,Emmy B
"Satter beavers away to make nothing out of nothing. Though irritating, he gets minimal response mostly.",2017-02-28 14:23:11,WISE Up Action
"Still, he builds himself to be an expert an ‘authority’ to strengthen his future pen",2017-02-28 14:27:04,Emmy B
He’s spun it out to 7 tweets so far. Usual innuendo and nudge-nudge style.,2017-02-28 14:41:39,WISE Up Action
"Actually, Ted Lieu is one of the few good ones we’ve got in Congress. Surprisingly intelligent and solid. He’s one of the few I follow.",2017-03-02 10:15:23,LibertarianLibrarian
[Tweet] https://twitter.com/BellaMagnani/status/837272821822865409 Y’all seen what Bella’s been putting out today?,2017-03-02 10:29:57,WISE Up Action
"Yes I have seen it, there is no attribution.",2017-03-02 11:36:57,Emmy B
[Card-summary_large_image] http://www.miamiherald.com/news/nation-world/world/americas/article136168403.html Lasso claims he wants to hand over JA to a different embassy,2017-03-03 13:39:18,Emmy B
So if I want to search the Vault7 for stuff about Greece how do I do it? There is no search engine yet.,2017-03-07 22:27:30,Emmy B
can be accesed by the WL advanced search,2017-03-07 22:37:49,WikiLeaks
Thank you! 🙂,2017-03-07 22:38:48,Emmy B
Vault7 is not listed on the filter on the left of the screen so users would not know it was there. I narrowed search by date of release and had a Vault7 result.,2017-03-07 22:42:00,Emmy B
"Regarding the WIkiLeaks poll about collaborating with tech companies, I voted yes as it is in the public interest, WikiLeaks though should attempt to protect themselves as collaborating with tech companies can open up critisism of favouritism or/and ‘aiding the enemy’ since the USG definition of ‘enemy’ is so ad hoc (see Mannings trial). I think it is of use to ask that tech firms form consortium with committment to share fixes on an open bases and not to use this for competitive advantage over others in this way there is true public benefit. As long as the Grand Jury is ongoing How can WL share these ‘CIA cyber guns’ with the ‘CIA Targets’ – the tech companies- Only when the Grand Jury is disbanded and tech world stands up for WL can sharing the tools be perhaps safe for WL, in any case is good to find out what people think.",2017-03-08 11:50:30,Emmy B
[Tweet] https://twitter.com/SenSasse/status/839866774657073153,2017-03-09 08:12:49,M
Thank you M!,2017-03-09 09:00:24,Emmy B
Pence against WL (video): https://origin-nyi.thehill.com/policy/cybersecurity/323315-pence-sharing-intel-a-very-serious-offense,2017-03-09 17:36:30,Emmy B
[Card-summary] http://www.ntd.tv/2017/03/09/assange-undermined-national-security-says-spicer/ Spicer on JA,2017-03-09 17:56:39,Emmy B
[Card-summary_large_image] http://buff.ly/2m3A9aj http://buff.ly/2m3A9aj,2017-03-10 01:53:12,WISE Up Action
can’t read it under paywall,2017-03-10 02:21:39,Emmy B
[Card-summary] http://rapidcityjournal.com/news/wikileaks-offers-to-help-tech-firms-with-hacking/youtube_8164c344-3913-51d7-8761-e7e6578415e7.html via AP EFF on #Vault7 and WL’s offer to help Tech companies,2017-03-10 04:00:56,Emmy B
Same Cindy Cohn of EFF appears in another article here: http://www.sharonherald.com/news/business/wikileaks-aid-on-cia-software-holes-could-be-mixed-blessing/article_24a10a42-f93c-5042-9fee-4e4ee2940284.html,2017-03-10 04:23:35,Emmy B
[Card-summary_large_image] https://motherboard.vice.com/en_us/article/wikileaks-cache-of-alleged-cia-files-includes-unredacted-names?utm_source=mbtwitter Names,2017-03-10 04:41:42,Emmy B
Stupid bay area neo- liberal,2017-03-10 06:35:50,WikiLeaks
"[Card-summary_large_image] https://www.democracynow.org/2017/3/10/eff_director_wikileaks_move_to_share Again EFF director about Vault7, unimpressed",2017-03-10 23:08:11,Emmy B
"Vault7, Free advertisement, curation for eternity, or copyright infringement? http://newandroidbook.com/@Morpheus______",2017-03-11 03:03:44,Emmy B
Cohn is part of the anti-Jacob persecutrixity,2017-03-11 03:06:48,WikiLeaks
oh dear dear!,2017-03-11 03:10:56,Emmy B
Despite EFF formally being his lawyers. Disgraceful.,2017-03-11 03:13:56,WikiLeaks
"I did not know this about Jacob’s lawyers. The thing is perhaps she does not realise but at the Democracy Now interview (a broadcaster with obvious affinity and sympathy towards WikiLeaks), to the average viewer she comes across as ‘covering up’ for the CIA. In comparison, speaking to AP (generally hostile to WL) she is more willing to contribute to the debate and clear she views aspects of the release as positive and in line with EFF’s consumer privacy objectives if nothing else.",2017-03-11 03:16:15,Emmy B
"We are ‘political animals’, she is acting ‘politically’ but perhaps, to my mind, compromising her function at the EFF due to her affiliations or personal bias. As Vault7 release progresses she is obviously going to be ‘the person to go to’ for commentary in media, we shall see her stance how it develops over time.",2017-03-11 03:19:20,Emmy B
"Congratulations btw 🙂 who would have thought an organisation so powerful, dark unaccountable, having performed many evil deeds will finally get some light thrown at it. It is also interesting to see the positions taken by commentaries, do they see the face of CIA/DorianGray or its portrait momentarily revealed by WL.",2017-03-11 03:28:37,Emmy B
"[Card-summary_large_image] https://ww2.kqed.org/forum/2017/03/09/wikileaks-latest-disclosure-cia-surveillance-techniques/ Cindy Cohn at Public Radio, San Fransisco",2017-03-11 08:17:39,Emmy B
at 8 min.,2017-03-11 08:24:44,Emmy B
Sad to hear EFF director being wishy-washy on this; they should be strongly behind it and pushing for legal protections. Also sick to hear she was part of persecuting Jake. I’ve always been a strong EFF advocate and they usually do good work. Hate that kind of politics-playing.,2017-03-11 09:41:05,LibertarianLibrarian
What is happening over in America at the moment Jenny?,2017-03-11 09:57:54,Emmy B
"Life goes on. There’s a lot of utter disgust with Trump, Washington, etc. I suspect most people just expect to get screwed over by govt. I think most people are against that stupid Mexican wall thing. Women’s groups are generally up in arms re Trump, I’m still wondering why they weren’t the same re Bill Clinton. The fight over the pipeline still ongoing. No one has a clue what’s going to happen re Obamacare. And generally we all knew we were spied on anyway and no one ever liked the CIA, so I suspect the average person’s response is ‘so what’s new?’ Sad, but I had kinds thought the same thing.",2017-03-11 10:14:05,LibertarianLibrarian
"I don’t watch network news or read NYT, rarely WaPo, because they’re hired shills for whoever is paying them the most. Rely more on Twitter independents and RT and Democracy Now, but lately buried in work and learning Kansas City.",2017-03-11 10:18:01,LibertarianLibrarian
Actually – sorry for rambling – all can be said in one word re American attitudes: Disgust.,2017-03-11 10:19:23,LibertarianLibrarian
"Thanks Jenny, x",2017-03-11 10:26:05,Emmy B
😞 The world’s gone insane. But ❤’s from here to there.,2017-03-11 10:32:25,LibertarianLibrarian
🙂 *hug*,2017-03-11 10:43:52,Emmy B
"[Card-summary_large_image] http://www.express.co.uk/news/world/777971/Vault-7-Julian-Assange-Russia-CIA-wikileaks-hacking Whilst in US CIA experts claim Vault7 an inside job, CIA’s UK spokespeople at Henry Jackson Society point to ‘Russia’",2017-03-12 05:38:59,Emmy B
[Tweet] https://twitter.com/SputnikInt/status/841749573030825984,2017-03-14 14:10:22,WISE Up Action
[Card-summary] https://www.cyberscoop.com/wikileaks-twitter-bots-vault7-cia-leak/ Trump Bots on Vault7?,2017-03-14 14:19:14,Emmy B
[Tweet] https://twitter.com/maddow/status/841795163664089089,2017-03-14 16:48:01,WISE Up Action
"She should be verified, or certified, or something. https://twitter.com/louisemensch/status/842143551332990976",2017-03-15 15:48:50,WISE Up Action
bizarre!,2017-03-15 20:49:32,Emmy B
[Card-summary] http://www.marketwired.com/press-release/thomson-reuters-special-services-terbium-labs-partner-expand-data-intelligence-capacity-2105970.htm What is Thompson Reuters Special Services? Important to know:,2017-03-16 11:15:47,Emmy B
[Card-summary] http://www.geektime.com/2016/06/29/former-fbi-deputy-director-timothy-p-murphy-thinks-cyber-firms-should-focus-on-this-big-issue/ Headed by ex FBI guy,2017-03-16 11:17:49,Emmy B
Thomson Reuters is a data intelligence firm,2017-03-16 13:19:27,WikiLeaks
"Well, that was news to me, but the article is very telling.",2017-03-16 13:33:52,Emmy B
[Card-summary_large_image] https://www.infosecurity-magazine.com/interviews/interview-ncsc-gchq/ Interesting info on GCHQ branch off set ups,2017-03-16 14:07:56,Emmy B
"[Card-summary_large_image] https://www.infosecurity-magazine.com/news-features/neurodiversity-and-cybersecurity/ Autism is in vogue, not too late to get my diagnoses perhaps 🙂",2017-03-16 14:10:44,Emmy B
Christine Ann Sands has turned anti-WL,2017-03-16 14:36:28,Emmy B
"I use Thomson Reuters products almost daily. They provide bibliographic databases and citation management software. They are one of the big vendors in the library world. Not quite as horrible as the giant publishers like Elsevier but still big and costly. Nice giveaways at conferences, though. LOL",2017-03-16 15:11:00,LibertarianLibrarian
I thought she was always anti-WL?,2017-03-16 15:12:00,LibertarianLibrarian
"I approve of jobs for people with autism, my cousin has it, but not sure how I feel about these agencies taking advantage.",2017-03-16 15:13:17,LibertarianLibrarian
yes I think they would take advantage,2017-03-16 15:15:38,Emmy B
"🙄 Sorry, tired at end of long day. Just dumped over 5000 articles on medication adherence in organ transplant patients into EndNote, speaking of the 👹.",2017-03-16 15:16:34,LibertarianLibrarian
🙂 have a good rest Jenny!,2017-03-16 15:17:08,Emmy B
"Yeah. My cousin briefly worked in the mail room of the White House under Clinton so he thinks the Clintons walk on water. He is functioning enough to do basic jobs and take public transport, but impressionable and developmentally delayed. Hate to see anyone like that misused.",2017-03-16 15:19:08,LibertarianLibrarian
Thanks!,2017-03-16 15:19:32,LibertarianLibrarian
"Can I just say that while I knew Trump was a lunatic, the latest stuff I heard is an absolute farce. Apparently his people are discussing trying to force people on Medicaid to work… but the primary reason for getting Medicaid is because you can NOT work – it goes to the handicapped and children. The only plus is that this is showing DC for the utter farce it is. But seriously???",2017-03-16 15:32:02,LibertarianLibrarian
Oh the conservatives here have done the same.,2017-03-16 23:20:52,Emmy B
"[Card-summary_large_image] http://www.bbc.co.uk/news/uk-26766345 They appointed a private firm to re-assess all disability benefits, hundreds of people suffered as a result (many died) gov got rid of them but new provider not much better",2017-03-16 23:25:47,Emmy B
[Card-summary_large_image] http://www.independent.co.uk/news/uk/home-news/man-died-job-centre-fit-to-work-dwp-government-assessment-benefits-death-a7537111.html,2017-03-16 23:27:24,Emmy B
[Card-summary_large_image] https://www.theguardian.com/society/2015/aug/27/thousands-died-after-fit-for-work-assessment-dwp-figures,2017-03-16 23:27:42,Emmy B
https://welfaretales.wordpress.com/category/death-after-fit-to-work-decision/,2017-03-16 23:30:15,Emmy B
"That’s insane! I’m a strong anti-govt-involvement advocate but there are reasons why we have to have the necessary evil, and taking care of children and the disabled is on that list. It’s sick how much power the military and its parasitic industries have. We could solve so many problems if we just cut our military spending by even a fifth. Argh!",2017-03-17 07:08:12,LibertarianLibrarian
I agree Jenny x,2017-03-17 07:18:52,Emmy B
[Tweet] https://twitter.com/BBCBreaking/status/842797928603377666 https://twitter.com/bbcbreaking/status/842797928603377666,2017-03-17 11:19:18,WISE Up Action
I haven’t heard anything further on the matter.,2017-03-20 02:05:17,Emmy B
